controller,n,seed,placed,completed,mwt,mean_time_loss,mean_in_system,departed,action_hold,action_expert,action_override
fixed,1000,2,1000,340,120.27941176470588,180.6904705882353,323.91840133222314,796,0,0,0
fixed,1000,3,1000,281,104.40213523131672,160.45889679715302,353.8859283930058,763,0,0,0
fixed,1000,4,1000,424,130.69103773584905,194.09747641509435,297.07493755203996,839,0,0,0
fixed,1000,5,1000,417,167.49880095923263,245.00968824940045,321.05079100749373,847,0,0,0
fixed,1000,6,1000,332,113.23493975903614,169.77840361445783,329.64696086594506,808,0,0,0
fixed,1000,7,1000,399,121.3157894736842,184.12588972431075,302.3730224812656,830,0,0,0
fixed,1000,8,1000,578,216.40138408304497,296.93929065743947,285.4804329725229,862,0,0,0
fixed,1000,9,1000,371,122.94339622641509,182.1765498652291,302.2073272273106,793,0,0,0
fixed,1300,0,1300,186,96.0,142.37032258064517,435.992506244796,756,0,0,0
fixed,1300,1,1300,189,107.74603174603175,165.31476190476192,444.05079100749373,761,0,0,0
fixed,1300,2,1300,163,122.58282208588957,177.76349693251535,474.0399666944213,762,0,0,0
fixed,1300,3,1300,184,92.3804347826087,136.17983695652174,453.4820982514571,759,0,0,0
fixed,1300,4,1300,289,109.97231833910034,172.00048442906575,418.41548709408823,846,0,0,0
fixed,1300,5,1300,224,93.22767857142857,141.55133928571428,437.67110741049123,802,0,0,0
fixed,1300,6,1300,222,120.36036036036036,183.61909909909912,434.87094088259784,782,0,0,0
fixed,1300,7,1300,233,110.32618025751073,165.926008583691,438.84762697751876,798,0,0,0
fixed,1300,8,1300,318,110.71069182389937,169.88622641509434,415.6236469608659,863,0,0,0
fixed,1300,9,1300,255,116.31764705882352,176.13317647058824,423.992506244796,815,0,0,0
fixed,1700,0,1700,145,86.51724137931035,130.69862068965517,503.6860949208992,747,0,0,0
fixed,1700,1,1700,114,83.41228070175438,130.42526315789473,521.4496253122398,719,0,0,0
fixed,1700,2,1700,113,94.3716814159292,146.64690265486723,529.6253122398002,719,0,0,0
fixed,1700,3,1700,131,70.96946564885496,111.01358778625955,516.8359700249791,734,0,0,0
fixed,1700,4,1700,164,104.60975609756098,166.97585365853658,507.84929225645294,765,0,0,0
fixed,1700,5,1700,131,68.38167938931298,106.69473282442748,519.5370524562865,736,0,0,0
fixed,1700,6,1700,131,72.22900763358778,114.53656488549619,508.44296419650294,728,0,0,0
fixed,1700,7,1700,130,79.87692307692308,124.47176923076923,517.4937552039967,732,0,0,0
fixed,1700,8,1700,157,92.65605095541402,143.97267515923565,515.233139050791,762,0,0,0
fixed,1700,9,1700,132,92.29545454545455,141.71939393939394,519.3413821815154,732,0,0,0
actuated,50,0,50,50,13.82,32.7114,3.8193172356369693,50,0,0,0
actuated,50,1,50,50,8.06,24.831799999999998,3.7676935886761034,50,0,0,0
actuated,50,2,50,50,12.7,30.7854,3.880932556203164,50,0,0,0
actuated,50,3,50,50,4.84,21.652199999999997,3.4221482098251457,50,0,0,0
actuated,50,4,50,50,8.44,26.3456,3.603663613655287,50,0,0,0
